RespId       	HW CD 	Model Name                 	Context	 Temp	TPS	  Duration	 Sc	 or	 es	      Date Time   	UPC	Model User Prompt	 Eval Duration	Eval Tokens	Prompt Eval Tokens	SysPmtCd	Model System Prompt	  Web Search Prompt    	Doc-File Name          	Web Search URL         	CPU_GPU                	RAM	OS       	Computer 	Server                               	Response File	
s12_t011.01  	rm228p	llama3.2:3b                	   4000	  0.3	 99.03	   4.71	  9	  8	  9	  2025-04-16 16:16	KN1	  456	Explain the key differen...	  4.60	   78	GKN1-SIMP	You are a helpful and informativ...	roman empire               	0 Sources, 0 bytes     	https://en.wikipedia.org/wiki/Roman_Empire_(disambiguation) Apple M1               	  8	macOS v14	Mac mini 	rm228p-w10p_Windows-Prod1 (127.0.0.1)	./docs/a12_search-web-app/2025.04.Apr/a12_t011_llama3.2;3b_1,1-test on rm231d/s12_t011.01.4.50416.1616_Response.txt
s12_t011.02  	rm228p	llama3.2:3b                	   4000	  0.3	100.59	   5.53	  9	  8	  9	  2025-04-16 16:16	KN1	  548	Explain the key differen...	  5.45	   78	GKN1-SIMP	You are a helpful and informativ...	roman empire               	0 Sources, 0 bytes     	https://en.wikipedia.org/wiki/Roman_Empire_(disambiguation)	Apple M1               	  8	macOS v14	Mac mini 	rm228p-w10p_Windows-Prod1 (127.0.0.1)	./docs/a12_search-web-app/2025.04.Apr/a12_t011_llama3.2;3b_1,1-test on rm231d/s12_t011.02.4.50416.1616_Response.txt
